1.2284 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
9.3429 	EXP 	Created text_Feedback_Prac1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_Feedback_Prac1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
9.3872 	EXP 	Created image_Instr_Test1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='images/test1.jpg', interpolate=True, mask=None, maskParams=None, name='image_Instr_Test1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.3, 0.9]), texRes=128, units='height', win=Window(...))
9.3916 	EXP 	Created text_trial_Test1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_trial_Test1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
9.4314 	EXP 	Created image_Instr_Test2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='images/test2.jpg', interpolate=True, mask=None, maskParams=None, name='image_Instr_Test2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.3, 0.9]), texRes=128, units='height', win=Window(...))
9.4343 	EXP 	Created text_trial_Test2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_trial_Test2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
9.4805 	EXP 	Created image_theEnd = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='images/the_end.jpg', interpolate=True, mask=None, maskParams=None, name='image_theEnd', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.3, 0.9]), texRes=128, units='height', win=Window(...))
9.5909 	EXP 	image_welcome: autoDraw = True
18.5343 	DATA 	Mouse: Left button down, pos=(895,186)
18.6482 	DATA 	Mouse:  Left button up, pos=(895,185)
20.7985 	DATA 	Keypress: space
20.8053 	EXP 	image_welcome: autoDraw = False
21.2984 	EXP 	image_Instr_Intro: autoDraw = True
40.1814 	DATA 	Keypress: space
40.1866 	EXP 	image_Instr_Intro: autoDraw = False
40.6730 	EXP 	image_Instr_Prac1: autoDraw = True
62.4653 	EXP 	Imported Practice1_Trial.xlsx as conditions, 15 conditions, 2 params
62.4727 	EXP 	Created sequence: random, trialTypes=15, nReps=1, seed=None
62.4731 	EXP 	New trial (rep=0, index=0): OrderedDict([('stimulus_prac1', 'W'), ('corrAns_prac1', 'none')])
63.1738 	DATA 	Keypress: space
63.1904 	EXP 	image_Instr_Prac1: autoDraw = False
63.1904 	EXP 	text_trial_Prac1: text = 'W'
63.1904 	EXP 	text_trial_Prac1: autoDraw = True
63.7967 	EXP 	text_trial_Prac1: autoDraw = False
64.5551 	EXP 	text_trial_Prac1: autoDraw = False
64.5551 	EXP 	text_Feedback_Prac1: color = 'green (named)'
64.5551 	EXP 	text_Feedback_Prac1: text = 'Dobrze!'
64.5551 	EXP 	text_Feedback_Prac1: autoDraw = True
65.1309 	EXP 	New trial (rep=0, index=1): OrderedDict([('stimulus_prac1', 'X'), ('corrAns_prac1', 'space')])
65.1511 	EXP 	text_Feedback_Prac1: autoDraw = False
65.1511 	EXP 	text_trial_Prac1: text = 'X'
65.1511 	EXP 	text_trial_Prac1: autoDraw = True
65.7609 	EXP 	text_trial_Prac1: autoDraw = False
65.8985 	DATA 	Keypress: space
67.1430 	EXP 	text_trial_Prac1: autoDraw = False
67.1430 	EXP 	text_Feedback_Prac1: color = 'green (named)'
67.1430 	EXP 	text_Feedback_Prac1: text = 'Dobrze!'
67.1430 	EXP 	text_Feedback_Prac1: autoDraw = True
67.8263 	EXP 	New trial (rep=0, index=2): OrderedDict([('stimulus_prac1', 'X'), ('corrAns_prac1', 'space')])
67.8422 	EXP 	text_Feedback_Prac1: autoDraw = False
67.8422 	EXP 	text_trial_Prac1: text = 'X'
67.8422 	EXP 	text_trial_Prac1: autoDraw = True
68.4416 	EXP 	text_trial_Prac1: autoDraw = False
68.4787 	DATA 	Keypress: space
69.8406 	EXP 	text_trial_Prac1: autoDraw = False
69.8406 	EXP 	text_Feedback_Prac1: color = 'green (named)'
69.8406 	EXP 	text_Feedback_Prac1: text = 'Dobrze!'
69.8406 	EXP 	text_Feedback_Prac1: autoDraw = True
70.5237 	EXP 	New trial (rep=0, index=3): OrderedDict([('stimulus_prac1', 'V'), ('corrAns_prac1', 'none')])
70.5396 	EXP 	text_Feedback_Prac1: autoDraw = False
70.5396 	EXP 	text_trial_Prac1: text = 'V'
70.5396 	EXP 	text_trial_Prac1: autoDraw = True
71.1393 	EXP 	text_trial_Prac1: autoDraw = False
72.5376 	EXP 	text_trial_Prac1: autoDraw = False
72.5376 	EXP 	text_Feedback_Prac1: color = 'green (named)'
72.5376 	EXP 	text_Feedback_Prac1: text = 'Dobrze!'
72.5376 	EXP 	text_Feedback_Prac1: autoDraw = True
73.2210 	EXP 	New trial (rep=0, index=4): OrderedDict([('stimulus_prac1', 'K'), ('corrAns_prac1', 'none')])
73.2368 	EXP 	text_Feedback_Prac1: autoDraw = False
73.2368 	EXP 	text_trial_Prac1: text = 'K'
73.2368 	EXP 	text_trial_Prac1: autoDraw = True
73.8363 	EXP 	text_trial_Prac1: autoDraw = False
75.2521 	EXP 	text_trial_Prac1: autoDraw = False
75.2521 	EXP 	text_Feedback_Prac1: color = 'green (named)'
75.2521 	EXP 	text_Feedback_Prac1: text = 'Dobrze!'
75.2521 	EXP 	text_Feedback_Prac1: autoDraw = True
75.9364 	EXP 	New trial (rep=0, index=5): OrderedDict([('stimulus_prac1', 'X'), ('corrAns_prac1', 'space')])
75.9512 	EXP 	text_Feedback_Prac1: autoDraw = False
75.9512 	EXP 	text_trial_Prac1: text = 'X'
75.9512 	EXP 	text_trial_Prac1: autoDraw = True
76.5507 	EXP 	text_trial_Prac1: autoDraw = False
78.0421 	EXP 	text_trial_Prac1: autoDraw = False
78.0421 	EXP 	text_Feedback_Prac1: color = 'red (named)'
78.0421 	EXP 	text_Feedback_Prac1: text = 'Ups! Zła odpowiedź'
78.0421 	EXP 	text_Feedback_Prac1: autoDraw = True
78.6322 	EXP 	New trial (rep=0, index=6): OrderedDict([('stimulus_prac1', 'X'), ('corrAns_prac1', 'space')])
78.6482 	EXP 	text_Feedback_Prac1: autoDraw = False
78.6482 	EXP 	text_trial_Prac1: text = 'X'
78.6482 	EXP 	text_trial_Prac1: autoDraw = True
79.2475 	EXP 	text_trial_Prac1: autoDraw = False
80.6464 	EXP 	text_trial_Prac1: autoDraw = False
80.6464 	EXP 	text_Feedback_Prac1: color = 'red (named)'
80.6464 	EXP 	text_Feedback_Prac1: text = 'Ups! Zła odpowiedź'
80.6464 	EXP 	text_Feedback_Prac1: autoDraw = True
81.3311 	EXP 	New trial (rep=0, index=7): OrderedDict([('stimulus_prac1', 'X'), ('corrAns_prac1', 'space')])
81.3458 	EXP 	text_Feedback_Prac1: autoDraw = False
81.3458 	EXP 	text_trial_Prac1: text = 'X'
81.3458 	EXP 	text_trial_Prac1: autoDraw = True
81.9449 	EXP 	text_trial_Prac1: autoDraw = False
81.9660 	DATA 	Keypress: space
83.3436 	EXP 	text_trial_Prac1: autoDraw = False
83.3436 	EXP 	text_Feedback_Prac1: color = 'green (named)'
83.3436 	EXP 	text_Feedback_Prac1: text = 'Dobrze!'
83.3436 	EXP 	text_Feedback_Prac1: autoDraw = True
84.0267 	EXP 	New trial (rep=0, index=8): OrderedDict([('stimulus_prac1', 'X'), ('corrAns_prac1', 'space')])
84.0429 	EXP 	text_Feedback_Prac1: autoDraw = False
84.0429 	EXP 	text_trial_Prac1: text = 'X'
84.0429 	EXP 	text_trial_Prac1: autoDraw = True
84.6422 	EXP 	text_trial_Prac1: autoDraw = False
86.0410 	EXP 	text_trial_Prac1: autoDraw = False
86.0410 	EXP 	text_Feedback_Prac1: color = 'red (named)'
86.0410 	EXP 	text_Feedback_Prac1: text = 'Ups! Zła odpowiedź'
86.0410 	EXP 	text_Feedback_Prac1: autoDraw = True
86.7242 	EXP 	New trial (rep=0, index=9): OrderedDict([('stimulus_prac1', 'X'), ('corrAns_prac1', 'space')])
86.7402 	EXP 	text_Feedback_Prac1: autoDraw = False
86.7402 	EXP 	text_trial_Prac1: text = 'X'
86.7402 	EXP 	text_trial_Prac1: autoDraw = True
87.3395 	EXP 	text_trial_Prac1: autoDraw = False
88.7384 	EXP 	text_trial_Prac1: autoDraw = False
88.7384 	EXP 	text_Feedback_Prac1: color = 'red (named)'
88.7384 	EXP 	text_Feedback_Prac1: text = 'Ups! Zła odpowiedź'
88.7384 	EXP 	text_Feedback_Prac1: autoDraw = True
89.4217 	EXP 	New trial (rep=0, index=10): OrderedDict([('stimulus_prac1', 'X'), ('corrAns_prac1', 'space')])
89.4375 	EXP 	text_Feedback_Prac1: autoDraw = False
89.4375 	EXP 	text_trial_Prac1: text = 'X'
89.4375 	EXP 	text_trial_Prac1: autoDraw = True
90.0369 	EXP 	text_trial_Prac1: autoDraw = False
90.0750 	DATA 	Keypress: space
91.4522 	EXP 	text_trial_Prac1: autoDraw = False
91.4522 	EXP 	text_Feedback_Prac1: color = 'green (named)'
91.4522 	EXP 	text_Feedback_Prac1: text = 'Dobrze!'
91.4522 	EXP 	text_Feedback_Prac1: autoDraw = True
92.1357 	EXP 	New trial (rep=0, index=11): OrderedDict([('stimulus_prac1', 'X'), ('corrAns_prac1', 'space')])
92.1516 	EXP 	text_Feedback_Prac1: autoDraw = False
92.1516 	EXP 	text_trial_Prac1: text = 'X'
92.1516 	EXP 	text_trial_Prac1: autoDraw = True
92.7057 	DATA 	Keypress: space
92.7509 	EXP 	text_trial_Prac1: autoDraw = False
94.1496 	EXP 	text_trial_Prac1: autoDraw = False
94.1496 	EXP 	text_Feedback_Prac1: color = 'green (named)'
94.1496 	EXP 	text_Feedback_Prac1: text = 'Dobrze!'
94.1496 	EXP 	text_Feedback_Prac1: autoDraw = True
94.8333 	EXP 	New trial (rep=0, index=12): OrderedDict([('stimulus_prac1', 'X'), ('corrAns_prac1', 'space')])
94.8491 	EXP 	text_Feedback_Prac1: autoDraw = False
94.8491 	EXP 	text_trial_Prac1: text = 'X'
94.8491 	EXP 	text_trial_Prac1: autoDraw = True
95.3531 	DATA 	Keypress: space
95.4483 	EXP 	text_trial_Prac1: autoDraw = False
96.8469 	EXP 	text_trial_Prac1: autoDraw = False
96.8469 	EXP 	text_Feedback_Prac1: color = 'green (named)'
96.8469 	EXP 	text_Feedback_Prac1: text = 'Dobrze!'
96.8469 	EXP 	text_Feedback_Prac1: autoDraw = True
97.5303 	EXP 	New trial (rep=0, index=13): OrderedDict([('stimulus_prac1', 'X'), ('corrAns_prac1', 'space')])
97.5461 	EXP 	text_Feedback_Prac1: autoDraw = False
97.5461 	EXP 	text_trial_Prac1: text = 'X'
97.5461 	EXP 	text_trial_Prac1: autoDraw = True
97.9831 	DATA 	Keypress: space
98.1455 	EXP 	text_trial_Prac1: autoDraw = False
99.5447 	EXP 	text_trial_Prac1: autoDraw = False
99.5447 	EXP 	text_Feedback_Prac1: color = 'green (named)'
99.5447 	EXP 	text_Feedback_Prac1: text = 'Dobrze!'
99.5447 	EXP 	text_Feedback_Prac1: autoDraw = True
100.2276 	EXP 	New trial (rep=0, index=14): OrderedDict([('stimulus_prac1', 'X'), ('corrAns_prac1', 'space')])
100.2435 	EXP 	text_Feedback_Prac1: autoDraw = False
100.2435 	EXP 	text_trial_Prac1: text = 'X'
100.2435 	EXP 	text_trial_Prac1: autoDraw = True
100.6804 	DATA 	Keypress: space
100.8429 	EXP 	text_trial_Prac1: autoDraw = False
102.2416 	EXP 	text_trial_Prac1: autoDraw = False
102.2416 	EXP 	text_Feedback_Prac1: color = 'green (named)'
102.2416 	EXP 	text_Feedback_Prac1: text = 'Dobrze!'
102.2416 	EXP 	text_Feedback_Prac1: autoDraw = True
102.9408 	EXP 	text_Feedback_Prac1: autoDraw = False
103.4359 	EXP 	image_Instr_Test1: autoDraw = True
111.3500 	EXP 	Imported Test1_Trial.xlsx as conditions, 50 conditions, 2 params
111.3514 	EXP 	Created sequence: random, trialTypes=50, nReps=1, seed=None
111.3523 	EXP 	New trial (rep=0, index=0): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
111.3615 	DATA 	Keypress: space
111.3646 	EXP 	image_Instr_Test1: autoDraw = False
111.3646 	EXP 	text_trial_Test1: text = 'X'
111.3646 	EXP 	text_trial_Test1: autoDraw = True
111.6655 	EXP 	text_trial_Test1: autoDraw = False
111.9362 	DATA 	Keypress: space
112.3332 	EXP 	New trial (rep=0, index=1): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
112.3482 	EXP 	text_trial_Test1: autoDraw = False
112.3482 	EXP 	text_trial_Test1: text = 'X'
112.3482 	EXP 	text_trial_Test1: autoDraw = True
112.6481 	EXP 	text_trial_Test1: autoDraw = False
112.9206 	DATA 	Keypress: space
113.3317 	EXP 	New trial (rep=0, index=2): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
113.3472 	EXP 	text_trial_Test1: autoDraw = False
113.3472 	EXP 	text_trial_Test1: text = 'X'
113.3472 	EXP 	text_trial_Test1: autoDraw = True
113.6473 	EXP 	text_trial_Test1: autoDraw = False
113.6693 	DATA 	Keypress: space
114.3329 	EXP 	New trial (rep=0, index=3): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
114.3468 	EXP 	text_trial_Test1: autoDraw = False
114.3468 	EXP 	text_trial_Test1: text = 'X'
114.3468 	EXP 	text_trial_Test1: autoDraw = True
114.6464 	EXP 	text_trial_Test1: autoDraw = False
114.6524 	DATA 	Keypress: space
115.3319 	EXP 	New trial (rep=0, index=4): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
115.3458 	EXP 	text_trial_Test1: autoDraw = False
115.3458 	EXP 	text_trial_Test1: text = 'X'
115.3458 	EXP 	text_trial_Test1: autoDraw = True
115.6344 	DATA 	Keypress: space
115.6454 	EXP 	text_trial_Test1: autoDraw = False
116.3309 	EXP 	New trial (rep=0, index=5): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
116.3448 	EXP 	text_trial_Test1: autoDraw = False
116.3448 	EXP 	text_trial_Test1: text = 'X'
116.3448 	EXP 	text_trial_Test1: autoDraw = True
116.6331 	DATA 	Keypress: space
116.6445 	EXP 	text_trial_Test1: autoDraw = False
117.3300 	EXP 	New trial (rep=0, index=6): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
117.3438 	EXP 	text_trial_Test1: autoDraw = False
117.3438 	EXP 	text_trial_Test1: text = 'X'
117.3438 	EXP 	text_trial_Test1: autoDraw = True
117.6322 	DATA 	Keypress: space
117.6434 	EXP 	text_trial_Test1: autoDraw = False
118.3282 	EXP 	New trial (rep=0, index=7): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
118.3426 	EXP 	text_trial_Test1: autoDraw = False
118.3426 	EXP 	text_trial_Test1: text = 'X'
118.3426 	EXP 	text_trial_Test1: autoDraw = True
118.6309 	DATA 	Keypress: space
118.6423 	EXP 	text_trial_Test1: autoDraw = False
119.3280 	EXP 	New trial (rep=0, index=8): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
119.3418 	EXP 	text_trial_Test1: autoDraw = False
119.3418 	EXP 	text_trial_Test1: text = 'X'
119.3418 	EXP 	text_trial_Test1: autoDraw = True
119.6307 	DATA 	Keypress: space
119.6415 	EXP 	text_trial_Test1: autoDraw = False
120.3269 	EXP 	New trial (rep=0, index=9): OrderedDict([('stimulus_test1', 'V'), ('corrAns_test1', 'none')])
120.3408 	EXP 	text_trial_Test1: autoDraw = False
120.3408 	EXP 	text_trial_Test1: text = 'V'
120.3408 	EXP 	text_trial_Test1: autoDraw = True
120.6295 	DATA 	Keypress: space
120.6405 	EXP 	text_trial_Test1: autoDraw = False
121.3427 	EXP 	New trial (rep=0, index=10): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
121.3565 	EXP 	text_trial_Test1: autoDraw = False
121.3565 	EXP 	text_trial_Test1: text = 'X'
121.3565 	EXP 	text_trial_Test1: autoDraw = True
121.6562 	EXP 	text_trial_Test1: autoDraw = False
121.7786 	DATA 	Keypress: space
122.3416 	EXP 	New trial (rep=0, index=11): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
122.3555 	EXP 	text_trial_Test1: autoDraw = False
122.3555 	EXP 	text_trial_Test1: text = 'X'
122.3555 	EXP 	text_trial_Test1: autoDraw = True
122.6552 	EXP 	text_trial_Test1: autoDraw = False
122.6940 	DATA 	Keypress: space
123.3407 	EXP 	New trial (rep=0, index=12): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
123.3545 	EXP 	text_trial_Test1: autoDraw = False
123.3545 	EXP 	text_trial_Test1: text = 'X'
123.3545 	EXP 	text_trial_Test1: autoDraw = True
123.6273 	DATA 	Keypress: space
123.6542 	EXP 	text_trial_Test1: autoDraw = False
124.3396 	EXP 	New trial (rep=0, index=13): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
124.3536 	EXP 	text_trial_Test1: autoDraw = False
124.3536 	EXP 	text_trial_Test1: text = 'X'
124.3536 	EXP 	text_trial_Test1: autoDraw = True
124.6096 	DATA 	Keypress: space
124.6532 	EXP 	text_trial_Test1: autoDraw = False
125.3388 	EXP 	New trial (rep=0, index=14): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
125.3526 	EXP 	text_trial_Test1: autoDraw = False
125.3526 	EXP 	text_trial_Test1: text = 'X'
125.3526 	EXP 	text_trial_Test1: autoDraw = True
125.5257 	DATA 	Keypress: space
125.6522 	EXP 	text_trial_Test1: autoDraw = False
126.3355 	EXP 	New trial (rep=0, index=15): OrderedDict([('stimulus_test1', 'W'), ('corrAns_test1', 'none')])
126.3511 	EXP 	text_trial_Test1: autoDraw = False
126.3511 	EXP 	text_trial_Test1: text = 'W'
126.3511 	EXP 	text_trial_Test1: autoDraw = True
126.4749 	DATA 	Keypress: space
126.6512 	EXP 	text_trial_Test1: autoDraw = False
127.3367 	EXP 	New trial (rep=0, index=16): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
127.3505 	EXP 	text_trial_Test1: autoDraw = False
127.3505 	EXP 	text_trial_Test1: text = 'X'
127.3505 	EXP 	text_trial_Test1: autoDraw = True
127.6500 	EXP 	text_trial_Test1: autoDraw = False
127.7219 	DATA 	Keypress: space
128.3358 	EXP 	New trial (rep=0, index=17): OrderedDict([('stimulus_test1', 'K'), ('corrAns_test1', 'none')])
128.3496 	EXP 	text_trial_Test1: autoDraw = False
128.3496 	EXP 	text_trial_Test1: text = 'K'
128.3496 	EXP 	text_trial_Test1: autoDraw = True
128.6492 	EXP 	text_trial_Test1: autoDraw = False
128.8208 	DATA 	Keypress: space
129.3348 	EXP 	New trial (rep=0, index=18): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
129.3486 	EXP 	text_trial_Test1: autoDraw = False
129.3486 	EXP 	text_trial_Test1: text = 'X'
129.3486 	EXP 	text_trial_Test1: autoDraw = True
129.6480 	EXP 	text_trial_Test1: autoDraw = False
130.1702 	DATA 	Keypress: space
130.3337 	EXP 	New trial (rep=0, index=19): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
130.3475 	EXP 	text_trial_Test1: autoDraw = False
130.3475 	EXP 	text_trial_Test1: text = 'X'
130.3475 	EXP 	text_trial_Test1: autoDraw = True
130.6473 	EXP 	text_trial_Test1: autoDraw = False
130.9347 	DATA 	Keypress: space
131.3328 	EXP 	New trial (rep=0, index=20): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
131.3466 	EXP 	text_trial_Test1: autoDraw = False
131.3466 	EXP 	text_trial_Test1: text = 'X'
131.3466 	EXP 	text_trial_Test1: autoDraw = True
131.6462 	EXP 	text_trial_Test1: autoDraw = False
131.8350 	DATA 	Keypress: space
132.3311 	EXP 	New trial (rep=0, index=21): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
132.3456 	EXP 	text_trial_Test1: autoDraw = False
132.3456 	EXP 	text_trial_Test1: text = 'X'
132.3456 	EXP 	text_trial_Test1: autoDraw = True
132.6452 	EXP 	text_trial_Test1: autoDraw = False
133.3169 	DATA 	Keypress: space
133.3309 	EXP 	New trial (rep=0, index=22): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
133.3446 	EXP 	text_trial_Test1: autoDraw = False
133.3446 	EXP 	text_trial_Test1: text = 'X'
133.3446 	EXP 	text_trial_Test1: autoDraw = True
133.6443 	EXP 	text_trial_Test1: autoDraw = False
134.3296 	EXP 	New trial (rep=0, index=23): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
134.3437 	EXP 	text_trial_Test1: autoDraw = False
134.3437 	EXP 	text_trial_Test1: text = 'X'
134.3437 	EXP 	text_trial_Test1: autoDraw = True
134.6434 	EXP 	text_trial_Test1: autoDraw = False
134.7155 	DATA 	Keypress: space
135.3280 	EXP 	New trial (rep=0, index=24): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
135.3425 	EXP 	text_trial_Test1: autoDraw = False
135.3425 	EXP 	text_trial_Test1: text = 'X'
135.3425 	EXP 	text_trial_Test1: autoDraw = True
135.5982 	DATA 	Keypress: space
135.6419 	EXP 	text_trial_Test1: autoDraw = False
136.3254 	EXP 	New trial (rep=0, index=25): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
136.3413 	EXP 	text_trial_Test1: autoDraw = False
136.3413 	EXP 	text_trial_Test1: text = 'X'
136.3413 	EXP 	text_trial_Test1: autoDraw = True
136.6410 	EXP 	text_trial_Test1: autoDraw = False
136.6451 	DATA 	Keypress: space
137.3412 	EXP 	New trial (rep=0, index=26): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
137.3569 	EXP 	text_trial_Test1: autoDraw = False
137.3569 	EXP 	text_trial_Test1: text = 'X'
137.3569 	EXP 	text_trial_Test1: autoDraw = True
137.6566 	EXP 	text_trial_Test1: autoDraw = False
137.6776 	DATA 	Keypress: space
138.3399 	EXP 	New trial (rep=0, index=27): OrderedDict([('stimulus_test1', 'E'), ('corrAns_test1', 'none')])
138.3559 	EXP 	text_trial_Test1: autoDraw = False
138.3559 	EXP 	text_trial_Test1: text = 'E'
138.3559 	EXP 	text_trial_Test1: autoDraw = True
138.6556 	EXP 	text_trial_Test1: autoDraw = False
138.6594 	DATA 	Keypress: space
139.3394 	EXP 	New trial (rep=0, index=28): OrderedDict([('stimulus_test1', 'X'), ('corrAns_test1', 'space')])
139.3549 	EXP 	text_trial_Test1: autoDraw = False
139.3549 	EXP 	text_trial_Test1: text = 'X'
139.3549 	EXP 	text_trial_Test1: autoDraw = True
139.6547 	EXP 	text_trial_Test1: autoDraw = False
139.7252 	DATA 	Keypress: space
140.3381 	EXP 	New trial (rep=0, index=29): OrderedDict([('stimulus_test1', 'Y'), ('corrAns_test1', 'none')])
